,lat,long,cluster
340,59.8927503,30.5156966,114
341,59.941415,30.366456300000007,109
342,59.94070197,30.32792004,80
343,59.80238872,30.27357835,109
344,59.92389667,30.29146833,81
345,59.93273833,30.337705,82
346,59.959385,30.481841,109
347,59.92195699999999,30.3534883,83
348,59.9239249,30.3848588,84
349,59.9174986,30.385755100000004,85
350,60.0181533,30.3180066,86
351,60.02280329999999,30.330195,87
352,59.9198517,30.4715117,88
353,59.9465317,30.4771267,103
354,59.941415,30.366456300000007,109
355,59.9334517,30.4359283,112
356,59.84263306,30.29690886,89
357,59.941415,30.366456300000007,109
358,59.9385983,30.419565,109
359,59.9456167,30.4884533,90
360,59.941415,30.366456300000007,109
361,59.940925,30.420213300000004,109
362,59.93950329999999,30.419336699999995,109
363,59.941415,30.366456300000007,109
364,59.941415,30.366456300000007,109
365,60.0317527,30.4283336,109
366,59.9458783,30.468216700000006,91
367,59.93335500000001,30.4411117,78
368,59.941415,30.366456300000007,109
369,59.930305,30.3604083,92
370,59.9317483,30.356268300000004,109
371,59.943685,30.324166700000006,93
372,59.9292158,30.3566398,109
373,59.9292183,30.3566308,109
374,59.9482167,30.2333033,94
375,59.955185,30.244666700000003,94
376,59.956821700000006,30.244843300000007,95
377,59.9482767,30.233463300000004,94
378,59.95831170000001,30.478185,131
379,59.92548670000001,30.4888283,109
380,59.93472987,30.496899900000006,96
381,59.93472987,30.496899900000006,96
382,59.9347017,30.4966933,96
383,59.941415,30.366456300000007,109
384,59.941415,30.366456300000007,109
385,59.95678829999999,30.3118183,151
386,59.9548986,30.3080331,97
387,59.941415,30.366456300000007,109
388,59.95989035,30.48023196,109
389,59.9893659,30.46617028,98
390,59.98941921,30.46629329,98
391,59.95998407,30.48026404,109
392,59.95989982,30.48151006,109
393,60.0023381,30.27415076,99
394,60.0023381,30.27415076,99
395,59.95989982,30.48151006,109
396,59.941415,30.366456300000007,109
397,60.0128799,30.4100769,109
398,60.01511435,30.38796248,18
399,59.95992876,30.48033443,109
400,59.95992876,30.48033443,109
401,60.03169333,30.428365000000003,109
402,60.03157667,30.42835667,109
403,59.95987,30.48029833,109
404,59.95978,30.48137833,109
405,59.94781833,30.41217,127
406,59.94076706,30.393904100000004,109
407,59.95994554,30.48021568,109
408,59.95987402,30.48040221,109
409,59.90426901,30.42105195,100
410,59.9046091,30.420862,100
411,59.941415,30.366456300000007,109
412,59.959725,30.480875,109
413,59.90474167,30.420505,100
414,59.9046161,30.4210113,100
415,59.9251009,30.3879205,101
416,60.0045546,30.431128,102
417,59.9497535,30.466438,147
418,59.941415,30.366456300000007,109
419,59.9408142,30.4201081,109
420,59.94073,30.420205,109
421,59.941415,30.366456300000007,109
422,59.95977190000001,30.48084581,109
423,59.91074981,30.44405323,109
424,59.94654167,30.47579833,103
425,59.95977190000001,30.48084581,109
426,59.941415,30.366456300000007,109
427,60.0318267,30.4282983,109
428,59.9864802,30.3548532,104
429,59.941415,30.366456300000007,109
430,60.03578587,30.41922714,105
431,60.06193628,30.37574472,106
432,60.06731407,30.37704181,106
433,60.0358719,30.41766963,107
434,59.95914000000001,30.4773067,131
435,60.0316267,30.428616700000006,109
436,59.941415,30.366456300000007,109
437,59.94479499999999,30.48372,108
438,59.89165670000001,30.5117324,150
439,59.941415,30.366456300000007,109
440,59.941415,30.366456300000007,109
441,60.0316497,30.4283158,109
442,60.03179670000001,30.4279167,109
443,59.941415,30.366456300000007,109
444,60.0125954,30.3991151,110
445,59.941415,30.366456300000007,109
446,59.941415,30.366456300000007,109
447,60.0260733,30.42244,111
448,59.941415,30.366456300000007,109
449,60.031641500000006,30.4281249,109
450,59.98291375,30.21144504,36
451,59.95964557,30.48060104,109
452,59.9335704,30.4367577,112
453,59.941415,30.366456300000007,109
454,59.95911961,30.47704472,131
455,60.03160198,30.42830695,109
456,59.95976574,30.47467496,131
457,60.03172803,30.42799781,109
458,59.93097170000001,30.432237800000006,113
459,59.941415,30.366456300000007,109
460,59.91211955,30.44563123,109
461,59.941415,30.366456300000007,109
462,59.941415,30.366456300000007,109
463,60.0315559,30.4287766,109
464,59.9464693,30.475277,103
465,59.9129066,30.4754955,195
466,59.9117035,30.445030100000004,109
467,59.941415,30.366456300000007,109
468,59.941415,30.366456300000007,109
469,59.92546770000001,30.488632300000006,109
470,59.92544670000001,30.488825,109
471,59.941415,30.366456300000007,109
472,59.941415,30.366456300000007,109
473,59.94659702,30.47549719,103
474,59.92475329999999,30.4894133,109
475,59.9468417,30.4749383,215
476,59.941415,30.366456300000007,109
477,59.925485,30.4888333,109
478,59.892768200000006,30.5157952,114
479,59.941415,30.366456300000007,109
480,59.941415,30.366456300000007,109
481,59.92545629999999,30.48884726,109
482,59.92545515,30.48884834,109
483,59.941415,30.366456300000007,109
484,59.95088644,30.47173255,115
485,59.92557112,30.48873907,109
486,59.941415,30.366456300000007,109
487,59.92564,30.4886933,109
488,59.92482170000001,30.4890567,109
489,59.941415,30.366456300000007,109
490,59.8929552,30.51657683,114
491,59.941415,30.366456300000007,109
492,59.9236567,30.4897367,109
493,59.9120283,30.4790067,116
494,59.9091368,30.4826748,117
495,59.941415,30.366456300000007,109
496,59.941415,30.366456300000007,109
497,59.92551629999999,30.488791100000004,109
498,59.92582170000001,30.4900833,109
499,60.00346500000001,30.356635,118
500,59.941415,30.366456300000007,109
501,59.94647906,30.47577234,103
502,59.946534,30.4752453,103
503,59.941415,30.366456300000007,109
504,59.941415,30.366456300000007,109
505,59.944750600000006,30.4827852,119
506,59.941415,30.366456300000007,109
507,60.03181800000001,30.4277349,109
508,60.03174170000001,30.4282783,109
509,59.941415,30.366456300000007,109
510,59.941415,30.366456300000007,109
511,59.95061170000001,30.499618,125
512,59.950377,30.499794,125
513,59.950377,30.499794,125
514,59.95073296,30.50003196,125
515,59.941415,30.366456300000007,109
516,60.0309067,30.4343417,120
517,59.941415,30.366456300000007,109
518,59.941415,30.366456300000007,109
519,59.93236829999999,30.3678833,145
520,59.93257970000001,30.3688076,145
521,59.941415,30.366456300000007,109
522,59.86938539999999,30.3368663,55
523,59.9389818,30.3490952,172
524,59.89276829999999,30.5161117,114
525,59.941415,30.366456300000007,109
526,59.941415,30.366456300000007,109
527,59.93977387,30.34526415,121
528,59.9397507,30.3447747,121
529,59.941415,30.366456300000007,109
530,59.941415,30.366456300000007,109
531,60.01044572,30.40273466,20
532,59.9584157,30.4780292,131
533,59.9212941,30.4638125,122
534,59.941415,30.366456300000007,109
535,59.9410415,30.4892557,123
536,59.9439667,30.48992,124
537,59.941415,30.366456300000007,109
538,59.9404667,30.4552783,109
539,59.941415,30.366456300000007,109
540,59.95909232,30.47743469,131
541,60.03196429,30.42742699,109
542,59.941415,30.366456300000007,109
543,59.9506005,30.499693,125
544,59.95116329999999,30.4990767,125
545,59.941415,30.366456300000007,109
546,59.941415,30.366456300000007,109
547,59.79979670000001,30.274013300000004,109
548,59.941415,30.366456300000007,109
549,59.79979670000001,30.274013300000004,109
550,59.941415,30.366456300000007,109
551,59.95103,30.4094367,126
552,59.9475767,30.4142128,127
553,59.941415,30.366456300000007,109
554,59.941415,30.366456300000007,109
555,59.95072533,30.50028509,125
556,59.9499666,30.5003648,125
557,59.941415,30.366456300000007,109
558,59.941415,30.366456300000007,109
559,59.94783,30.4117617,127
560,59.947695,30.4135817,127
561,59.941415,30.366456300000007,109
562,59.940385,30.45525986,109
563,59.941415,30.366456300000007,109
564,59.941415,30.366456300000007,109
565,60.0316855,30.4281493,109
566,60.0337416,30.420000800000004,107
567,59.941415,30.366456300000007,109
568,59.93896172,30.35032134,128
569,59.941415,30.366456300000007,109
570,59.7992373,30.273759,109
571,59.941415,30.366456300000007,109
572,59.941415,30.366456300000007,109
573,59.9571759,30.3223278,129
574,59.9555583,30.3368183,130
575,59.9590083,30.4775967,131
576,59.941415,30.366456300000007,109
577,59.80006243,30.2743752,109
578,59.941415,30.366456300000007,109
579,59.918052,30.3416492,132
580,59.91806170000001,30.341495,132
581,59.941415,30.366456300000007,109
582,59.89361170000001,30.5190117,178
583,59.941415,30.366456300000007,109
584,59.941415,30.366456300000007,109
585,59.94045139999999,30.397290100000006,194
586,59.94122424,30.39408479,109
587,59.941415,30.366456300000007,109
588,59.799291,30.273971600000007,109
589,59.941415,30.366456300000007,109
590,59.941415,30.366456300000007,109
591,59.91662829999999,30.4507533,109
592,59.9168974,30.4512119,109
593,59.941415,30.366456300000007,109
594,59.941415,30.366456300000007,109
595,59.9168405,30.450966,109
596,59.9168931,30.4510142,109
597,59.941415,30.366456300000007,109
598,59.941415,30.366456300000007,109
599,60.060315,30.29012,133
600,60.0606017,30.2907717,133
601,59.941415,30.366456300000007,109
602,59.9501567,30.4098317,126
603,59.9492983,30.409740000000006,126
604,59.9600159,30.4785031,109
605,59.917479500000006,30.4489838,109
606,59.917479500000006,30.4489838,109
607,59.9600159,30.4785031,109
608,59.94941070000001,30.4640653,147
609,59.9600159,30.4785031,109
610,59.9600159,30.4785031,109
611,60.0297225,30.628997100000007,134
612,59.941415,30.366456300000007,109
613,59.9408105,30.420028100000003,109
614,59.93927289999999,30.417390500000003,109
615,59.941415,30.366456300000007,109
616,59.9391692,30.417597600000004,109
617,59.941415,30.366456300000007,109
618,59.986815,30.425320000000006,135
619,59.941415,30.366456300000007,109
620,59.941415,30.366456300000007,109
621,59.7995517,30.273770000000006,109
622,59.79944329999999,30.2741233,109
623,59.941415,30.366456300000007,109
624,59.941415,30.366456300000007,109
625,59.9168767,30.4511342,109
626,59.9167926,30.4510085,109
627,59.941415,30.366456300000007,109
628,59.941415,30.366456300000007,109
629,59.95112140000001,30.407892800000006,126
630,59.950945,30.4079467,126
631,59.941415,30.366456300000007,109
632,59.941415,30.366456300000007,109
633,59.940855000000006,30.420166700000006,109
634,59.9391983,30.4178667,109
635,59.941415,30.366456300000007,109
636,59.941415,30.366456300000007,109
637,59.93319820000001,30.336193100000006,136
638,59.93977014,30.31886836,137
639,59.941415,30.366456300000007,109
640,59.941415,30.366456300000007,109
641,59.8507667,30.39474,138
642,59.8508826,30.3954479,138
643,59.941415,30.366456300000007,109
644,59.941415,30.366456300000007,109
645,59.79982,30.2782467,139
646,59.79646170000001,30.2831367,140
647,59.941415,30.366456300000007,109
648,59.941415,30.366456300000007,109
649,59.93828434,30.47097019,141
650,59.93748367,30.47618785,142
651,59.941415,30.366456300000007,109
652,59.941415,30.366456300000007,109
653,59.9305583,30.3618117,92
654,59.7992,30.27336,109
655,59.7992,30.27336,109
656,59.7992,30.27336,109
657,59.7992,30.27336,109
658,59.79735520000001,30.2808294,143
659,59.941415,30.366456300000007,109
660,59.941415,30.366456300000007,109
661,59.9324583,30.3680217,145
662,59.9336692,30.3643802,161
663,59.941415,30.366456300000007,109
664,59.95079648,30.48744021,144
665,59.941415,30.366456300000007,109
666,59.9392475,30.4175122,109
667,59.941415,30.366456300000007,109
668,59.941415,30.366456300000007,109
669,59.9323747,30.3679649,145
670,59.9335183,30.369655,145
671,59.941415,30.366456300000007,109
672,59.941415,30.366456300000007,109
673,59.93797610000001,30.4156094,109
674,59.9381632,30.4173356,109
675,59.941415,30.366456300000007,109
676,59.941415,30.366456300000007,109
677,59.949630000000006,30.4104133,126
678,59.94975918,30.40974301,126
679,59.941415,30.366456300000007,109
680,59.941415,30.366456300000007,109
681,59.9324507,30.3682152,145
682,59.9322517,30.3676417,145
683,59.941415,30.366456300000007,109
684,59.9487674,30.489003000000004,146
685,59.9496306,30.464945,147
686,59.93131,30.366241700000003,145
687,59.9389667,30.376191700000003,148
688,59.9118871,30.44553,109
689,59.941415,30.366456300000007,109
690,59.960013,30.480692,109
691,59.9828807,30.201479600000006,149
692,59.98600989999999,30.204759000000006,38
693,59.941415,30.366456300000007,109
694,59.941415,30.366456300000007,109
695,59.799923,30.2742609,109
696,59.941415,30.366456300000007,109
697,59.89171170000001,30.51186,150
698,59.8917931,30.5120449,150
699,59.941415,30.366456300000007,109
700,59.941415,30.366456300000007,109
701,59.91680229999999,30.4511381,109
702,59.91689350000001,30.4512848,109
703,59.941415,30.366456300000007,109
704,59.9113455,30.4448071,109
705,59.941415,30.366456300000007,109
706,59.79969827,30.27417965,109
707,59.941415,30.366456300000007,109
708,59.9393292,30.4186203,109
709,59.941415,30.366456300000007,109
710,59.95561,30.3539272,30
711,59.95586850000001,30.3117488,151
712,59.9559267,30.3119914,151
713,59.941415,30.366456300000007,109
714,59.9285634,30.342848600000004,185
715,59.941415,30.366456300000007,109
716,59.941415,30.366456300000007,109
717,59.9258517,30.296725,152
718,59.925926,30.2967178,152
719,59.941415,30.366456300000007,109
720,59.941415,30.366456300000007,109
721,59.9168601,30.4510372,109
722,59.9172785,30.451324,109
723,59.941415,30.366456300000007,109
724,59.941415,30.366456300000007,109
725,59.9296635,30.2863214,153
726,59.94018438,30.32449097,154
727,59.95096833,30.49957272,125
728,59.941415,30.366456300000007,109
729,59.98554749,30.29151083,155
730,59.941415,30.366456300000007,109
731,59.79995,30.2742717,109
732,59.941415,30.366456300000007,109
733,59.79995,30.2742717,109
734,59.941415,30.366456300000007,109
735,59.80008670000001,30.274168300000003,109
736,59.795865,30.2869833,156
737,59.941415,30.366456300000007,109
738,59.9591656,30.4770327,131
739,60.03160329999999,30.4285168,109
740,59.941415,30.366456300000007,109
741,59.94867248,30.27981003,159
742,59.9482831,30.2792942,159
743,59.94893860000001,30.3048268,157
744,59.94849820000001,30.30494112,158
745,59.94864612,30.27967247,159
746,59.94864000000001,30.2794133,159
747,59.941415,30.366456300000007,109
748,59.941415,30.366456300000007,109
749,59.94005802,30.4548105,109
750,59.86140329999999,30.1684467,160
751,59.941415,30.366456300000007,109
752,59.941415,30.366456300000007,109
753,59.8623763,30.1703974,160
754,59.941415,30.366456300000007,109
755,59.8001354,30.2743737,109
756,59.7991635,30.2737745,109
757,59.941415,30.366456300000007,109
758,59.941415,30.366456300000007,109
759,59.9174915,30.4516783,109
760,59.9168583,30.4510067,109
761,59.941415,30.366456300000007,109
762,59.79920769,30.27371827,109
763,59.941415,30.366456300000007,109
764,59.9116161,30.445153,109
765,59.941415,30.366456300000007,109
766,59.941415,30.366456300000007,109
767,59.9390424,30.4170858,109
768,59.9388767,30.4170767,109
769,59.941415,30.366456300000007,109
770,59.941415,30.366456300000007,109
771,59.9336591,30.36459215,161
772,59.93369254,30.36449394,161
773,59.941415,30.366456300000007,109
774,59.941415,30.366456300000007,109
775,59.9442821,30.3675473,179
776,59.94584980000001,30.3677816,179
777,59.941415,30.366456300000007,109
778,59.941415,30.366456300000007,109
779,59.94916,30.356867,162
780,59.9491655,30.3546778,209
781,59.941415,30.366456300000007,109
782,59.94606,30.480314,163
783,59.911816,30.446566,109
784,59.91253,30.44609,109
785,59.941415,30.366456300000007,109
786,59.941415,30.366456300000007,109
787,59.91747700000001,30.451172,109
788,59.916916,30.451027000000003,109
789,59.941415,30.366456300000007,109
790,59.9188922,30.467799300000006,164
791,59.8029153,30.265650399999995,165
792,59.79892,30.2737567,109
793,59.9601267,30.4802683,109
794,59.941415,30.366456300000007,109
795,59.955948,30.35561,169
796,59.955826,30.372236,166
797,59.941415,30.366456300000007,109
798,59.941415,30.366456300000007,109
799,60.012253,30.398493,110
800,59.941415,30.366456300000007,109
801,59.962,30.402332,109
802,59.96218,30.403856,109
803,59.955303,30.355066,169
804,59.955486,30.35458,169
805,59.92564399999999,30.295998,167
806,59.89256700000001,30.51185,150
807,59.941415,30.366456300000007,109
808,59.960194,30.48347,109
809,59.942448,30.498343,168
810,59.956127,30.355698,169
811,59.941415,30.366456300000007,109
812,59.941415,30.366456300000007,109
813,59.97056,30.337648,170
814,59.9706166,30.338363,171
815,59.93789939999999,30.3483709,172
816,59.941415,30.366456300000007,109
817,59.946434,30.369709000000004,173
818,59.93493,30.303526,174
819,59.941415,30.366456300000007,109
820,59.941415,30.366456300000007,109
821,59.802914,30.267840000000003,211
822,59.7992,30.27336,109
823,59.95999499999999,30.480290000000004,109
824,59.8000195,30.2743251,109
825,59.96049920000001,30.481978700000006,109
826,59.8,30.2738,109
827,59.95999499999999,30.480290000000004,109
828,59.96008670000001,30.4819017,109
829,59.94864499999999,30.489315,146
830,59.941415,30.366456300000007,109
831,59.955134,30.464026300000004,175
832,59.941415,30.366456300000007,109
833,59.954945,30.465298,175
834,59.941415,30.366456300000007,109
835,59.9551017,30.4650783,175
836,59.941415,30.366456300000007,109
837,59.954945,30.465298,175
838,59.95504,30.4649678,175
839,59.941415,30.366456300000007,109
840,59.95523170000001,30.465905,175
841,59.9603917,30.482185,109
842,59.9559105,30.4677212,176
843,60.02874170000001,30.6361443,177
844,59.941415,30.366456300000007,109
